,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
18030,18.392,47.27,1126,400,12916,19456,938.731,2.04,2.12,14.04,2.189,0.049,18030
40121,26.54,49.38,1019,414,12883,19479,938.817,1.85,1.92,12.73,1.985,0.045,15127
30198,19.99,53.5,12,400,13251,20198,939.708,2.38,2.47,16.39,2.556,0.058,5204
42845,25.96,47.24,1176,410,12895,19431,938.712,1.74,1.81,11.97,1.867,0.042,17851
13606,19.458,52.55,1140,520,12840,19443,938.87,1.75,1.82,12.06,1.88,0.042,13606
55545,47.7,27.85,13956,522,12756,19069,936.904,0.71,0.74,4.92,0.767,0.017,4403
40917,27.02,47.42,1136,405,12883,19448,938.746,1.68,1.75,11.58,1.806,0.041,15923
52459,26.78,44.25,64,400,12780,20653,937.485,1.63,1.7,11.23,1.751,0.04,1317
58476,-5.581,42.81,90,400,12788,20635,937.408,1.76,1.83,12.14,1.894,0.043,1590
12342,19.192,52.05,1028,573,12827,19474,938.983,2.34,2.43,16.08,2.508,0.057,12342
39296,27.06,47.22,1128,470,12857,19449,938.933,2.26,2.35,15.55,2.425,0.055,14302
41937,27.04,47.52,1132,400,12900,19442,938.772,1.4,1.45,9.61,1.498,0.034,16943
45058,26.96,47.72,1231,400,12928,19418,938.749,1.56,1.62,10.76,1.678,0.038,20064
6531,-6.926,55.51,198,400,13150,20057,939.594,0.57,0.59,3.9,0.608,0.014,6531
55213,33.21,51.22,3101,400,13289,19841,936.969,0.52,0.54,3.55,0.554,0.013,4071
58730,-4.209,41.4,135,410,12785,20579,937.437,1.61,1.67,11.06,1.724,0.039,1844
12585,20.284,52.43,1059,566,12826,19466,939.008,1.84,1.92,12.69,1.979,0.045,12585
13825,18.543,47.08,1145,508,12843,19443,938.903,1.98,2.05,13.59,2.12,0.048,13825
53034,28.39,42.63,136,406,12784,20592,937.391,2.02,2.1,13.91,2.169,0.049,1892
22714,-20.609,50.03,1367,423,12955,19383,938.752,2.61,2.71,17.96,2.8,0.063,22714
57511,15.005,44.68,40,400,12836,20714,937.499,2.23,2.31,15.33,2.391,0.054,625
41716,24.79,52.45,1115,400,12890,19441,938.775,1.71,1.78,11.8,1.84,0.042,16722
59325,2.18,42.48,147,417,12776,20566,937.329,2.04,2.12,14.01,2.185,0.049,2439
950,27.082,53.43,25,400,13005,19914,939.75,0.19,0.2,1.32,0.207,0.005,950
58215,-9.043,46.84,64,400,12786,20662,937.462,2.18,2.27,15.02,2.343,0.053,1329
3065,10.791,51.71,129,400,13183,20038,939.669,0.94,0.98,6.48,1.01,0.023,3065
18931,20.774,47.33,1302,430,12905,19412,938.687,1.76,1.83,12.13,1.892,0.043,18931
56967,24.173,44.99,17,415,12863,20774,937.63,2.18,2.26,15.0,2.34,0.053,81
4335,-3.824,48.5,108,400,13227,20109,939.644,2.35,2.44,16.17,2.521,0.057,4335
15116,12.852,53.45,1071,430,12874,19468,938.815,1.79,1.86,12.31,1.919,0.043,15116
29357,20.16,52.69,108,400,13221,20102,939.641,2.21,2.3,15.21,2.372,0.054,4363
52259,28.87,41.39,93,400,12780,20638,937.489,1.88,1.95,12.95,2.019,0.046,1117
49035,24.76,52.65,1398,400,12987,19386,938.741,1.52,1.58,10.45,1.63,0.037,24041
53836,27.02,43.05,195,470,12750,20522,937.351,1.57,1.63,10.79,1.682,0.038,2694
10338,-0.411,56.38,829,666,12793,19522,939.079,2.39,2.49,16.48,2.57,0.058,10338
53207,27.77,46.08,128,400,12802,20595,937.357,2.03,2.11,13.97,2.178,0.049,2065
2435,18.262,47.69,36,400,13209,20126,939.626,1.17,1.21,8.02,1.251,0.028,2435
35596,26.03,48.87,937,674,12790,19495,939.063,2.07,2.15,14.26,2.224,0.05,10602
47788,24.41,53.92,1364,404,12967,19386,938.725,1.75,1.82,12.07,1.882,0.043,22794
6685,-6.38,49.34,208,400,13150,20058,939.588,0.75,0.78,5.17,0.807,0.018,6685
61875,-8.68,24.0,60000,8185,11461,16629,936.865,5532.75,6058.23,37301.03,6308.715,434.941,4989
16960,14.122,52.11,1164,410,12893,19440,938.782,1.57,1.63,10.79,1.683,0.038,16960
49366,26.63,48.65,1304,400,13001,19405,938.786,1.82,1.89,12.52,1.952,0.044,24372
24764,8.814,53.36,1316,412,12987,19390,938.813,1.8,1.87,12.36,1.928,0.044,24764
16896,13.916,50.8,1191,415,12889,19437,938.754,2.3,2.39,15.81,2.465,0.056,16896
49290,24.31,53.77,1318,400,12996,19402,938.795,1.89,1.97,13.02,2.03,0.046,24296
45856,24.73,52.39,1321,411,12951,19400,938.687,1.85,1.92,12.73,1.985,0.045,20862
56900,20.866,44.6,17,448,12858,20765,937.573,2.27,2.36,15.62,2.436,0.055,14
27006,19.09,49.53,54,400,13133,20002,939.621,0.71,0.74,4.87,0.76,0.017,2012
34275,21.57,59.44,581,563,12860,19673,939.234,2.54,2.64,17.47,2.724,0.062,9281
22524,-19.129,47.82,1308,400,12973,19403,938.755,2.01,2.09,13.85,2.16,0.049,22524
24375,-5.049,48.28,1318,405,12992,19399,938.781,1.79,1.86,12.33,1.923,0.043,24375
28221,19.58,64.75,22,400,13272,20196,939.697,2.44,2.53,16.79,2.619,0.059,3227
30778,22.07,49.29,21,400,13268,20236,939.705,2.32,2.41,15.94,2.486,0.056,5784
46248,26.74,48.31,1352,401,12954,19398,938.673,1.73,1.79,11.89,1.854,0.042,21254
8573,-4.859,53.77,352,400,13080,19914,939.336,0.38,0.4,2.63,0.411,0.009,8573
5921,-8.783,54.29,86,400,13219,20182,939.634,1.91,1.98,13.14,2.048,0.046,5921
7448,-4.28,50.03,260,400,13126,19999,939.49,0.4,0.41,2.73,0.426,0.01,7448
26253,17.04,49.46,16,400,13079,19952,939.712,0.45,0.47,3.11,0.484,0.011,1259
33761,20.26,54.88,339,400,13081,19921,939.274,0.36,0.38,2.49,0.389,0.009,8767
30293,22.15,48.83,25,400,13254,20206,939.687,2.27,2.36,15.64,2.439,0.055,5299
15013,13.152,48.08,1097,443,12875,19460,938.836,2.05,2.13,14.11,2.2,0.05,15013
40059,26.4,50.38,1061,426,12879,19473,938.824,2.02,2.1,13.9,2.167,0.049,15065
16833,13.721,48.89,1254,431,12879,19426,938.761,1.31,1.36,9.01,1.405,0.032,16833
55723,54.31,19.84,37161,728,12629,18664,936.873,1.03,1.07,7.07,1.103,0.025,4581
27179,19.33,51.23,0,400,13200,20138,939.608,0.85,0.89,5.87,0.916,0.021,2185
39824,26.69,48.49,1138,450,12866,19447,938.837,1.94,2.02,13.36,2.083,0.047,14830
55214,33.26,50.97,3145,400,13267,19825,936.967,0.48,0.5,3.29,0.513,0.012,4072
3060,10.853,51.93,168,400,13165,20008,939.674,0.87,0.9,5.96,0.93,0.021,3060
36243,26.48,48.08,1034,638,12803,19481,939.08,2.34,2.43,16.08,2.507,0.057,11249
15201,12.64,47.38,1094,437,12868,19440,938.799,2.19,2.28,15.08,2.351,0.053,15201
1914,23.272,47.18,57,400,13122,19994,939.625,0.64,0.66,4.39,0.685,0.015,1914
6264,-7.836,49.05,157,400,13175,20100,939.648,0.92,0.96,6.35,0.991,0.022,6264
62128,-21.184,11.91,60000,9765,11378,16807,936.725,2164.28,2573.21,14080.35,2711.047,367.543,5242
21934,-12.042,49.94,1379,428,12950,19380,938.743,2.0,2.08,13.79,2.15,0.049,21934
7449,-4.278,50.0,259,400,13130,19999,939.493,0.39,0.41,2.71,0.423,0.01,7449
4231,-2.841,47.31,98,400,13227,20118,939.646,2.13,2.21,14.65,2.284,0.052,4231
57400,20.339,40.9,78,400,12827,20681,937.54,2.0,2.08,13.76,2.146,0.048,514
35323,23.11,55.94,956,703,12777,19491,939.092,2.47,2.56,16.98,2.648,0.06,10329
5527,-9.274,51.3,6,400,13274,20257,939.738,2.56,2.66,17.62,2.748,0.062,5527
46862,26.99,47.65,1312,400,12964,19396,938.726,2.2,2.28,15.12,2.359,0.053,21868
21789,-9.879,49.3,1310,400,12961,19392,938.729,1.9,1.97,13.07,2.038,0.046,21789
16766,13.524,47.42,1153,401,12894,19442,938.769,1.82,1.89,12.52,1.952,0.044,16766
7639,-4.104,56.12,286,400,13117,19970,939.452,0.38,0.4,2.64,0.412,0.009,7639
32651,20.53,52.17,271,400,13128,19985,939.423,0.45,0.47,3.09,0.481,0.011,7657
16943,14.067,47.52,1132,400,12900,19442,938.772,1.4,1.45,9.61,1.498,0.034,16943
19811,18.175,48.85,1163,400,12936,19450,938.694,1.9,1.97,13.07,2.039,0.046,19811
54225,27.16,49.22,187,416,12775,20535,937.355,1.43,1.48,9.81,1.53,0.035,3083
11473,11.574,48.84,1065,623,12813,19472,939.087,2.28,2.37,15.68,2.445,0.055,11473
3554,4.716,53.59,313,400,13116,19902,939.687,1.46,1.51,10.03,1.563,0.035,3554
20038,16.272,54.02,1222,415,12922,19419,938.743,1.29,1.34,8.88,1.385,0.031,20038
15108,12.873,52.97,1090,437,12872,19461,938.831,1.65,1.71,11.33,1.767,0.04,15108
36541,26.75,47.42,1048,624,12813,19464,939.069,2.3,2.39,15.83,2.469,0.056,11547
31606,21.19,50.34,195,400,13155,20065,939.604,0.85,0.88,5.83,0.91,0.021,6612
53152,28.27,43.21,127,400,12789,20600,937.348,1.73,1.8,11.89,1.855,0.042,2010
16294,12.441,49.59,1197,417,12872,19435,938.774,1.64,1.71,11.32,1.765,0.04,16294
22301,-16.839,52.65,1367,413,12958,19382,938.714,1.98,2.06,13.63,2.126,0.048,22301
52329,29.07,40.79,84,400,12789,20654,937.49,1.97,2.05,13.55,2.113,0.048,1187
60705,13.129,39.43,0,400,13434,21376,937.386,1.61,1.67,11.09,1.73,0.039,3819
10314,-0.615,53.59,952,710,12779,19497,939.093,2.31,2.4,15.92,2.482,0.056,10314
22174,-15.307,50.03,1406,415,12952,19369,938.7,2.12,2.21,14.61,2.278,0.051,22174
31741,21.38,49.34,210,400,13155,20076,939.606,0.79,0.82,5.46,0.851,0.019,6747
50419,39.97,15.69,0,2865,12634,20214,930.96,8.41,8.74,57.91,9.031,0.204,431
5050,-8.518,50.34,32,400,13247,20181,939.684,1.9,1.97,13.08,2.04,0.046,5050
38586,25.58,47.55,1182,538,12828,19431,938.868,1.8,1.87,12.36,1.927,0.044,13592
38990,26.92,47.62,1042,477,12858,19460,938.919,1.64,1.7,11.26,1.756,0.04,13996
29191,19.88,53.58,96,400,13240,20128,939.631,2.3,2.39,15.83,2.468,0.056,4197
46025,25.89,47.29,1404,438,12932,19369,938.689,1.91,1.99,13.17,2.053,0.046,21031
51583,26.43,46.36,54,401,12829,20714,937.504,1.74,1.81,12.01,1.872,0.042,441
13311,20.39,52.89,1096,528,12838,19454,938.898,2.09,2.17,14.35,2.238,0.051,13311
9663,-4.416,60.56,881,956,12648,19513,939.149,2.4,2.49,16.49,2.572,0.058,9663
26900,19.22,47.6,63,400,13124,19989,939.65,0.58,0.6,3.99,0.623,0.014,1906
8875,-5.163,57.73,364,400,13061,19899,939.286,0.59,0.61,4.06,0.633,0.014,8875
22244,-16.17,53.12,1383,401,12964,19381,938.684,1.94,2.02,13.36,2.083,0.047,22244
49880,24.48,53.66,1364,419,12985,19390,938.839,1.89,1.97,13.03,2.032,0.046,24886
51734,29.52,39.94,52,400,12831,20709,937.525,2.3,2.39,15.82,2.468,0.056,592
40375,27.01,47.4,1126,426,12875,19442,938.83,1.86,1.94,12.83,2.0,0.045,15381
32432,20.7,51.31,265,400,13133,20014,939.517,0.58,0.6,3.99,0.622,0.014,7438
48976,24.68,53.04,1394,411,12975,19374,938.741,1.66,1.73,11.45,1.785,0.04,23982
8882,-5.168,53.83,339,400,13073,19924,939.267,0.35,0.37,2.44,0.381,0.009,8882
2002,22.536,53.91,72,400,13117,19986,939.623,0.62,0.65,4.28,0.668,0.015,2002
48191,24.92,51.66,1423,423,12962,19376,938.719,1.73,1.8,11.93,1.86,0.042,23197
14567,14.937,52.68,1132,463,12862,19447,938.899,1.98,2.06,13.66,2.13,0.048,14567
12516,20.035,50.34,1076,566,12823,19461,938.968,1.72,1.79,11.84,1.847,0.042,12516
51807,26.64,45.75,87,463,12789,20671,937.49,2.29,2.38,15.79,2.462,0.056,665
52703,26.41,45.89,89,403,12782,20632,937.424,1.77,1.84,12.16,1.896,0.043,1561
10076,-2.415,55.17,927,736,12763,19504,939.129,2.24,2.33,15.45,2.409,0.054,10076
50989,35.16,16.43,47,2696,12551,20617,930.942,1.18,1.23,8.12,1.267,0.029,1001
26011,13.49,56.11,15,400,13028,19933,939.747,0.25,0.26,1.72,0.268,0.006,1017
10508,1.135,55.16,927,684,12783,19496,939.111,1.75,1.82,12.05,1.88,0.042,10508
54695,25.34,44.39,0,400,13245,21217,937.487,1.98,2.06,13.64,2.126,0.048,3553
31589,18.81,55.82,202,400,13149,20063,939.603,0.64,0.66,4.38,0.683,0.015,6595
38929,26.9,47.65,1124,483,12848,19447,938.923,1.78,1.85,12.23,1.908,0.043,13935
33207,20.43,52.74,313,400,13113,19951,939.403,0.19,0.19,1.29,0.201,0.005,8213
17715,17.061,48.13,1105,400,12910,19445,938.701,1.7,1.77,11.72,1.828,0.041,17715
46273,24.83,52.09,1302,400,12950,19399,938.709,1.84,1.92,12.69,1.978,0.045,21279
2797,14.083,45.52,133,400,13157,20032,939.666,0.97,1.0,6.65,1.037,0.023,2797
13161,20.687,47.2,1109,532,12847,19459,938.888,1.72,1.79,11.86,1.849,0.042,13161
33939,20.68,52.16,356,400,13066,19913,939.254,0.42,0.43,2.88,0.449,0.01,8945
2423,18.393,51.93,25,400,13208,20146,939.616,1.08,1.13,7.46,1.163,0.026,2423
57648,7.655,40.66,86,438,12774,20671,937.56,1.86,1.93,12.77,1.991,0.045,762
12878,20.831,51.06,1126,555,12825,19443,938.898,2.07,2.15,14.23,2.22,0.05,12878
49282,24.41,53.25,1279,400,13002,19409,938.797,2.21,2.29,15.18,2.368,0.053,24288
28590,20.06,58.04,342,400,13100,19872,939.657,1.49,1.55,10.26,1.601,0.036,3596
17709,17.036,49.07,1120,400,12906,19443,938.704,1.78,1.85,12.23,1.907,0.043,17709
29088,22.18,48.5,115,400,13229,20102,939.621,1.92,2.0,13.23,2.064,0.047,4094
58154,-9.275,46.7,61,400,12786,20668,937.461,1.79,1.86,12.31,1.919,0.043,1268
1494,25.993,49.44,0,400,13123,20017,939.702,0.53,0.55,3.64,0.567,0.013,1494
15698,12.009,51.38,1191,429,12874,19435,938.798,2.12,2.2,14.6,2.276,0.051,15698
59209,-2.189,41.73,140,400,12794,20588,937.338,1.93,2.0,13.27,2.07,0.047,2323
2682,15.453,46.03,93,400,13187,20075,939.662,1.04,1.08,7.12,1.111,0.025,2682
42706,26.72,48.46,1140,402,12908,19451,938.707,1.74,1.81,11.98,1.869,0.042,17712
12843,20.806,51.66,990,520,12847,19483,938.899,2.03,2.11,13.95,2.176,0.049,12843
36781,26.87,47.13,1019,593,12818,19469,939.098,2.08,2.16,14.32,2.233,0.05,11787
33575,18.5,56.12,349,400,13086,19917,939.332,0.38,0.4,2.62,0.409,0.009,8581
42981,24.64,53.08,1157,401,12908,19444,938.695,1.59,1.65,10.92,1.703,0.038,17987
59271,-0.051,42.17,220,447,12763,20491,937.335,1.67,1.73,11.48,1.79,0.04,2385
21164,0.304,52.94,1314,400,12950,19398,938.684,1.86,1.94,12.83,2.001,0.045,21164
22133,-14.781,53.83,1314,400,12965,19393,938.72,1.82,1.89,12.53,1.954,0.044,22133
12236,18.537,53.27,1005,568,12822,19471,939.03,2.13,2.21,14.63,2.281,0.052,12236
6495,-7.052,49.81,196,400,13157,20070,939.642,0.85,0.88,5.83,0.909,0.021,6495
61226,20.745,31.57,10674,400,12862,19287,936.879,0.51,0.53,3.5,0.546,0.012,4340
55895,42.13,19.23,0,400,13576,21170,936.801,0.9,0.93,6.18,0.964,0.022,4753
20217,14.36,53.77,1195,400,12940,19428,938.716,2.05,2.13,14.09,2.197,0.05,20217
2980,11.846,48.53,182,400,13144,19994,939.641,0.87,0.91,6.01,0.937,0.021,2980
125,21.709,52.01,2,413,12567,19661,939.804,0.01,0.02,0.01,0.02,0.011,125
8646,-4.946,57.22,342,400,13087,19923,939.325,0.41,0.43,2.86,0.445,0.01,8646
49766,24.36,54.03,1354,423,12987,19393,938.838,1.7,1.77,11.73,1.83,0.041,24772
7475,-4.244,56.06,262,400,13122,19993,939.492,0.51,0.53,3.52,0.548,0.012,7475
13087,20.781,49.24,1025,517,12848,19472,938.899,2.38,2.48,16.4,2.557,0.058,13087
25249,12.66,49.31,33,400,12616,19686,939.811,0.09,0.17,0.48,0.187,0.071,255
28894,19.98,52.78,171,400,13210,20049,939.668,2.1,2.18,14.47,2.256,0.051,3900
6350,-7.553,55.25,176,400,13165,20083,939.625,0.83,0.86,5.69,0.887,0.02,6350
30412,22.07,48.91,4,400,13264,20238,939.734,2.44,2.54,16.82,2.623,0.059,5418
19667,19.086,53.29,1247,417,12920,19413,938.718,1.51,1.57,10.4,1.621,0.037,19667
24195,-9.911,48.01,1168,400,13012,19429,938.765,1.93,2.0,13.25,2.066,0.047,24195
2296,19.738,54.05,22,400,13191,20123,939.596,1.03,1.07,7.1,1.107,0.025,2296
43196,26.99,47.66,1145,411,12912,19434,938.717,1.58,1.64,10.88,1.697,0.038,18202
460,25.062,55.07,0,400,12766,19779,939.817,0.27,0.32,1.78,0.334,0.041,460
17816,17.495,53.62,1097,402,12905,19444,938.737,1.89,1.96,13.0,2.028,0.046,17816
20300,13.363,48.21,1293,400,12938,19410,938.743,1.68,1.74,11.54,1.799,0.041,20300
14114,17.163,47.83,1126,479,12852,19447,938.901,1.64,1.7,11.29,1.761,0.04,14114
40953,24.44,53.64,1147,409,12881,19447,938.797,1.72,1.79,11.83,1.844,0.042,15959
57793,0.12,46.27,86,403,12784,20677,937.551,2.12,2.2,14.58,2.273,0.051,907
38590,25.1,50.33,1140,529,12834,19441,938.873,1.72,1.78,11.82,1.843,0.042,13596
36312,26.71,47.43,979,620,12807,19482,939.065,1.93,2.0,13.26,2.068,0.047,11318
22406,-17.985,47.73,1354,407,12968,19391,938.731,2.06,2.14,14.18,2.211,0.05,22406
25871,15.45,50.76,0,400,13000,19927,939.75,0.17,0.17,1.14,0.178,0.004,877
62389,-15.112,12.65,2363,400,13598,20077,936.673,0.9,0.93,6.18,0.964,0.022,5503
49974,26.83,48.35,1323,415,12986,19392,938.853,1.62,1.69,11.17,1.743,0.039,24980
46541,26.48,49.86,1350,400,12966,19407,938.703,1.93,2.0,13.27,2.069,0.047,21547
45243,27.06,47.5,1314,408,12932,19411,938.731,1.84,1.91,12.64,1.972,0.045,20249
61250,20.793,26.61,12226,438,12797,19186,936.893,0.76,0.79,5.25,0.818,0.018,4364
17479,16.062,47.77,1197,400,12900,19437,938.743,1.78,1.84,12.22,1.905,0.043,17479
29374,19.82,54.21,110,400,13229,20110,939.655,2.33,2.42,16.05,2.503,0.057,4380
15011,13.158,48.37,1120,441,12870,19455,938.84,2.02,2.1,13.9,2.168,0.049,15011
57392,20.684,43.56,63,400,12836,20702,937.524,1.91,1.99,13.17,2.054,0.046,506
17700,16.997,53.91,1140,400,12904,19441,938.718,1.66,1.73,11.44,1.784,0.04,17700
44894,24.83,52.36,1239,425,12919,19424,938.746,1.43,1.48,9.83,1.534,0.035,19900
24203,-9.715,47.42,1163,400,13015,19436,938.776,2.09,2.17,14.4,2.245,0.051,24203
59140,-3.869,42.5,122,400,12792,20598,937.317,1.89,1.96,12.98,2.024,0.046,2254
4117,-1.698,49.69,147,400,13215,20072,939.631,1.79,1.86,12.34,1.924,0.043,4117
45515,25.6,53.25,992,400,13011,19481,938.735,1.93,2.01,13.3,2.075,0.047,20521
35987,23.88,54.22,1073,658,12791,19460,939.064,2.32,2.41,15.95,2.488,0.056,10993
11447,11.292,52.76,1069,627,12808,19463,939.073,1.98,2.06,13.64,2.128,0.048,11447
991,27.113,50.43,10,400,13035,19938,939.746,0.16,0.16,1.09,0.17,0.004,991
41661,24.64,53.07,1166,405,12885,19441,938.764,1.85,1.93,12.76,1.989,0.045,16667
38453,26.98,47.39,1130,525,12844,19446,938.88,1.62,1.68,11.12,1.734,0.039,13459
48456,25.92,53.55,1356,400,12982,19394,938.697,1.95,2.03,13.42,2.093,0.047,23462
53714,28.91,41.86,155,421,12776,20560,937.313,1.73,1.8,11.92,1.858,0.042,2572
16436,12.705,53.53,1153,403,12889,19442,938.741,1.47,1.53,10.11,1.577,0.036,16436
28686,22.73,49.24,276,400,13133,19946,939.665,1.55,1.61,10.66,1.662,0.038,3692
15014,13.148,47.94,1111,445,12866,19452,938.83,2.06,2.15,14.21,2.216,0.05,15014
36722,26.88,47.23,1013,598,12813,19479,939.069,1.9,1.97,13.07,2.037,0.046,11728
36514,24.18,53.55,1092,623,12806,19458,939.061,1.97,2.05,13.55,2.113,0.048,11520
27805,18.46,51.25,130,400,13171,20047,939.626,0.91,0.95,6.29,0.98,0.022,2811
18991,20.793,47.3,1274,422,12909,19409,938.702,1.88,1.96,12.95,2.02,0.046,18991
21125,0.952,50.78,1287,400,12958,19409,938.699,2.07,2.15,14.23,2.218,0.05,21125
14656,14.531,47.68,1124,465,12874,19451,938.872,1.95,2.03,13.42,2.093,0.047,14656
11643,13.375,52.07,1005,593,12819,19477,939.054,1.96,2.03,13.46,2.099,0.047,11643
969,27.099,57.23,16,400,13016,19922,939.748,0.13,0.14,0.93,0.144,0.003,969
15630,12.038,47.07,1180,423,12865,19432,938.81,1.68,1.74,11.53,1.798,0.041,15630
15301,12.432,53.59,1092,428,12882,19458,938.826,2.18,2.26,14.98,2.336,0.053,15301
45502,24.58,52.87,1220,400,12958,19421,938.738,2.23,2.32,15.36,2.395,0.054,20508
53248,26.06,47.12,126,400,12784,20607,937.35,1.62,1.68,11.12,1.734,0.039,2106
39746,24.58,53.15,1134,464,12860,19448,938.853,2.09,2.17,14.38,2.243,0.051,14752
38356,24.87,51.97,1208,534,12834,19440,938.909,1.99,2.07,13.72,2.14,0.048,13362
5634,-9.223,55.46,47,400,13245,20209,939.716,2.3,2.39,15.81,2.465,0.056,5634
31849,21.09,50.26,208,400,13141,20041,939.602,0.41,0.43,2.83,0.442,0.01,6855
37005,26.58,48.32,1042,582,12819,19466,939.038,2.03,2.11,13.98,2.181,0.049,12011
56229,55.39,20.23,60000,17144,11022,15795,936.806,8752.56,15907.06,43121.27,17542.48,6825.941,5087
16598,13.074,51.55,1107,401,12888,19447,938.744,1.81,1.88,12.48,1.946,0.044,16598
20237,14.126,48.07,1220,401,12938,19427,938.721,1.8,1.87,12.41,1.936,0.044,20237
38601,24.69,52.69,1101,522,12846,19446,938.873,1.73,1.8,11.92,1.859,0.042,13607
54838,27.25,39.17,0,400,13441,21320,937.441,1.91,1.99,13.17,2.053,0.046,3696
28379,22.24,55.1,268,400,13149,19950,939.647,1.75,1.82,12.07,1.883,0.043,3385
35775,26.26,48.35,1030,666,12797,19482,939.061,2.06,2.14,14.18,2.211,0.05,10781
61251,20.793,26.67,12472,458,12788,19170,936.905,0.78,0.81,5.37,0.838,0.019,4365
1290,26.762,55.43,16,400,13070,19947,939.721,0.38,0.4,2.65,0.413,0.009,1290
42477,27.02,47.55,1163,400,12901,19441,938.742,1.77,1.84,12.16,1.896,0.043,17483
56219,54.89,20.03,60000,19480,10965,15782,936.837,9297.17,13607.52,54068.99,14700.094,4057.75,5077
57776,0.948,40.41,66,400,12789,20675,937.546,2.04,2.12,14.02,2.187,0.049,890
24518,-0.504,52.12,1367,427,12984,19386,938.782,1.84,1.91,12.67,1.976,0.045,24518
29096,22.4,47.61,126,400,13227,20092,939.605,2.05,2.13,14.12,2.201,0.05,4102
62381,-15.717,11.98,2277,400,13614,20104,936.717,0.51,0.53,3.53,0.55,0.012,5495
16547,12.95,53.03,1159,400,12889,19440,938.778,1.8,1.88,12.42,1.937,0.044,16547
57592,10.698,40.41,90,454,12782,20667,937.524,2.25,2.34,15.48,2.413,0.055,706
37909,26.84,47.69,1023,534,12840,19468,938.912,1.84,1.91,12.65,1.973,0.045,12915
37466,24.49,52.93,1124,579,12826,19449,939.004,2.37,2.47,16.34,2.548,0.058,12472
33887,20.85,51.26,352,400,13068,19912,939.272,0.44,0.46,3.04,0.474,0.011,8893
1200,26.969,50.5,18,400,13062,19943,939.744,0.49,0.51,3.38,0.527,0.012,1200
44999,27.01,47.68,1224,406,12930,19429,938.731,1.68,1.75,11.59,1.807,0.041,20005
38879,27.11,47.04,1157,500,12848,19443,938.916,2.04,2.12,14.04,2.189,0.049,13885
8167,-4.35,50.4,307,400,13115,19957,939.402,0.21,0.22,1.43,0.224,0.005,8167
54878,24.48,44.68,0,400,13406,21209,937.376,2.18,2.26,14.98,2.336,0.053,3736
33651,20.5,52.81,345,400,13090,19929,939.319,0.47,0.49,3.26,0.508,0.011,8657
20245,14.031,47.69,1272,420,12932,19411,938.739,1.88,1.96,12.97,2.022,0.046,20245
11169,8.201,53.83,1097,648,12802,19463,939.054,2.36,2.45,16.25,2.534,0.057,11169
54553,28.67,40.17,0,400,13006,20812,937.451,2.28,2.37,15.7,2.448,0.055,3411
51154,27.09,44.47,24,457,12864,20755,937.565,2.35,2.44,16.17,2.522,0.057,12
42508,24.49,53.58,1130,400,12902,19453,938.728,1.71,1.78,11.8,1.84,0.042,17514
41873,26.92,47.75,1126,400,12897,19456,938.744,2.02,2.1,13.92,2.171,0.049,16879
27622,18.61,49.6,78,400,13193,20100,939.636,0.95,0.99,6.54,1.019,0.023,2628
55378,42.96,32.81,11573,442,12783,19228,936.883,0.4,0.41,2.74,0.428,0.01,4236
38208,26.87,47.77,1111,525,12844,19447,938.877,2.26,2.35,15.54,2.424,0.055,13214
757,26.663,51.71,14,400,12944,19882,939.776,0.24,0.25,1.63,0.255,0.006,757
17640,16.74,53.85,1143,407,12896,19449,938.728,1.62,1.68,11.12,1.735,0.039,17640
5818,-8.986,55.94,22,400,13256,20230,939.67,2.49,2.59,17.15,2.675,0.06,5818
28148,20.23,44.69,196,400,13138,19973,939.637,0.77,0.8,5.32,0.83,0.019,3154
60060,18.597,43.19,216,459,12750,20497,937.397,1.91,1.98,13.12,2.046,0.046,3174
43218,24.73,52.84,1174,400,12914,19438,938.709,1.7,1.77,11.71,1.826,0.041,18224
3143,9.818,45.39,181,400,13147,19997,939.619,0.74,0.77,5.12,0.798,0.018,3143
25357,14.0,49.84,8,400,12703,19744,939.796,0.07,0.09,0.43,0.1,0.022,363
61021,18.249,48.12,5801,400,13124,19587,936.897,0.42,0.44,2.91,0.454,0.01,4135
62579,9.294,16.3,656,400,13732,20533,936.679,0.64,0.67,4.41,0.688,0.016,5693
1531,25.812,56.04,22,400,13110,19994,939.65,0.62,0.64,4.27,0.666,0.015,1531
44278,27.05,47.56,1174,400,12927,19433,938.695,1.45,1.51,9.99,1.557,0.035,19284
50215,26.92,37.54,15095,14473,11836,17854,931.099,6644.22,6972.13,45556.01,7213.531,228.066,227
35145,22.73,56.82,961,721,12769,19493,939.08,2.33,2.43,16.07,2.506,0.057,10151
8904,-5.182,50.56,381,400,13057,19888,939.262,0.42,0.44,2.9,0.452,0.01,8904
34783,21.74,58.56,707,833,12709,19556,939.121,2.51,2.61,17.26,2.692,0.061,9789
43678,27.08,47.51,1172,400,12914,19417,938.695,1.75,1.81,12.02,1.875,0.042,18684
24299,-7.216,53.91,1299,400,12995,19398,938.79,1.82,1.89,12.51,1.951,0.044,24299
33223,20.9,50.26,315,400,13111,19945,939.414,0.3,0.31,2.04,0.318,0.007,8229
